target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	41.4641	28	22.1818
Y74C9A.3.2	892	706.656	903	41.975
Y74C9A.3.1	967	781.656	0	0
Y74C9A.2a.1	714	528.879	2781.36	172.747
Y74C9A.2a.2	685	499.98	2712.64	178.217
Y74C9A.2b.1	171	45.8097	0	0
Y74C9A.4a.1	2117	1931.66	233.312	3.96751
Y74C9A.4a.2	2118	1932.66	812.721	13.8133
Y74C9A.4b.2	2128	1942.66	549.59	9.29294
Y74C9A.4b.1	2122	1936.66	2.59456e-06	4.4007e-08
Y74C9A.4d.1	825	639.656	0	0
Y74C9A.4c.1	1602	1416.66	393.377	9.12127
Y74C9A.9	719	533.879	29.5284	1.8168
Y74C9A.5.2	2290	2104.66	69.1154	1.07871
Y74C9A.5.1	2180	1994.66	506.885	8.34741
Y74C9A.7	21	10.6	0	0
Y74C9A.8	21	10.6	0	0
Y74C9A.1.1	732	546.773	4	0.240305
Y48G1C.12.1	1106	920.656	789	28.1508
Y48G1C.4a.1	1407	1221.66	601	16.1598
Y48G1C.4b.1	942	756.656	0	0
Y48G1C.5.1	3575	3389.66	176	1.70556
Y48G1C.2b.1	1875	1689.66	426.356	8.28867
Y48G1C.2a.1	2602	2416.66	0	0
Y48G1C.2a.2	2453	2267.66	786.644	11.3949
Y48G1C.2c.1	132	26.6274	0	0
Y48G1C.10a.1	3621	3435.66	962.106	9.19864
Y48G1C.10b.1	2440	2254.66	18.6892	0.272283
Y48G1C.10a.2	3611	3425.66	2.19246e-05	2.10232e-07
Y48G1C.6.1	1741	1555.66	87.9676	1.85746
Y48G1C.10c.1	294	130.721	1.3098	0.329132
Y48G1C.9.2	2363	2177.66	689.301	10.3975
Y48G1C.9.1	2339	2153.66	0	0
Y48G1C.1.1	1605	1419.66	200.627	4.64212
Y48G1C.1.2	1521	1335.66	0	0
Y48G1C.13.1	376	200.578	137	22.4361
Y48G1C.8a.1	4965	4779.66	581.345	3.99528
Y48G1C.8b.1	4907	4721.66	1805.66	12.5618
F53G12.1.1	1244	1058.66	9263.32	287.424
F53G12.1.2	1294	1108.66	4057.68	120.224
F53G12.16	221	76.7881	0	0
F53G12.15	149	34.6794	1	0.947194
F53G12.10.1	799	613.696	46245.9	2475.31
F53G12.10.2	820	634.656	8435.13	436.58
F53G12.17	150	35.2548	4.5287	4.21955
F53G12.12	134	27.4701	0.471297	0.563566
F53G12.9a.1	929	743.656	52.1344	2.30284
F53G12.9b.1	237	87.5027	2.86557	1.07572
F53G12.8.1	561	377.138	156	13.5874
F53G12.14	21	10.6	0	0
F53G12.7a.1	1133	947.656	103.84	3.59934
F53G12.7b.1	777	591.736	36.1603	2.00731
F53G12.6.1	1586	1400.66	200	4.69039
F53G12.5a.1	2039	1853.66	0.000232996	4.12885e-06
F53G12.5b.1	2030	1844.66	255.119	4.54294
F53G12.5a.2	1989	1803.66	10269.5	187.028
F53G12.5c.1	543	359.33	373.382	34.1327
F53G12.4.1	1070	884.656	28	1.03967
F53G12.3.1	4512	4326.66	9.16719	0.0695976
F53G12.18.1	222	77.3663	0	0
F56C11.1.2	5185	4999.66	221.992	1.45851
F56C11.1.1	4667	4481.66	813.84	5.96501
F56C11.2a.1	2698	2512.66	558.181	7.29713
F56C11.2a.2	2809	2623.66	141.819	1.77557
F56C11.2b.1	2010	1824.66	0	0
F56C11.6a.1	1847	1661.66	288.588	5.7049
F56C11.6a.2	1911	1725.66	126.883	2.41523
F56C11.6b.1	1686	1500.66	411.529	9.00803
F56C11.6c	1696	1510.66	0	0
F56C11.7	60	18.3434	0	0
F56C11.5b.1	911	725.656	246.79	11.1714
F56C11.5a.1	1024	838.656	367.551	14.3961
F56C11.5a.2	1201	1015.66	86.0725	2.78374
F56C11.3.1	558	374.162	0	0
F56C11.3.2	564	380.113	464.586	40.148
Y48G1BL.2a.2	7673	7487.66	639.263	2.80443
Y48G1BL.2a.1	7665	7479.66	2.45799	0.0107947
F56C11.t1	75	16.7931	0.0833333	0.163004
K10E9.2	1614	1428.66	0	0
Y48G1BL.2b.1	5106	4920.66	668.279	4.46114
Y48G1BL.7.1	1070	884.656	14.5474	0.540158
Y48G1BL.3	1468	1282.66	1550.22	39.7003
Y48G1BL.1	870	684.656	89.6872	4.30297
Y48G1BL.4	428	248.078	50.9871	6.75123
Y48G1BL.8.1	613	428.366	10	0.766824
Y48G1BL.5	933	747.656	156.529	6.87706
Y48G1BM.4	2385	2199.66	1	0.0149333
Y48G1BM.6	3780	3594.66	108.748	0.993743
Y48G1BM.7	271	112.627	4	1.16661
Y48G1BM.2	1791	1605.66	1	0.0204578
Y48G1BM.8	919	733.656	39	1.74615
Y48G1BM.1.1	1455	1269.66	112.708	2.91594
Y48G1BR.1.1	2090	1904.66	380.931	6.56962
Y48G1BR.1.2	2060	1874.66	378.831	6.63795
T13E5.1	117	20.6853	0	0
C53D5.8	21	10.6	0	0
C53D5.7	21	10.6	0	0
C53D5.2.1	1141	955.656	104	3.57472
C53D5.4a.1	1453	1267.66	66.6829	1.72792
C53D5.4b.1	1281	1095.66	115.647	3.46713
C53D5.4f.1	456	274.689	0	0
C53D5.4c.1	867	681.656	5.66658	0.273065
C53D5.4e.1	561	377.138	13.0766	1.13895
C53D5.4d.1	972	786.656	114.927	4.79898
C53D5.1c.1	1697	1511.66	0	0
C53D5.1a.2	1695	1509.66	369.406	8.0378
C53D5.1a.1	1689	1503.66	16.908	0.369364
C53D5.1b.1	1682	1496.66	35.0984	0.770328
C53D5.1c.2	1604	1418.66	28.4135	0.657898
