target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	36.7504	21	15.0212
Y74C9A.3.2	892	694.917	1138.11	43.0524
Y74C9A.3.1	967	769.884	8.8934	0.303661
Y74C9A.2a.1	714	517.28	3318.25	168.628
Y74C9A.2a.2	685	488.424	3566.75	191.966
Y74C9A.2b.1	171	40.7427	0	0
Y74C9A.4a.1	2117	1919.88	463.865	6.35132
Y74C9A.4a.2	2118	1920.88	1026.01	14.0411
Y74C9A.4b.2	2128	1930.88	542.069	7.37982
Y74C9A.4b.1	2122	1924.88	716.051	9.77883
Y74C9A.4d.1	825	628.069	0	0
Y74C9A.4c.1	1602	1404.88	3.01538e-06	5.6422e-08
Y74C9A.9	719	522.23	20.6108	1.03748
Y74C9A.5.2	2290	2092.88	32.9457	0.413809
Y74C9A.5.1	2180	1982.88	814.054	10.792
Y74C9A.7	21	10.5263	0	0
Y74C9A.8	21	10.5263	0	0
Y74C9A.1.1	732	535.18	28	1.37533
Y48G1C.12.1	1106	908.884	913	26.4064
Y48G1C.4a.1	1407	1209.88	947	20.5757
Y48G1C.4b.1	942	744.884	0	0
Y48G1C.5.1	3575	3377.88	60	0.466932
Y48G1C.2b.1	1875	1677.88	573.084	8.97849
Y48G1C.2a.1	2602	2404.88	123.864	1.35393
Y48G1C.2a.2	2453	2255.88	1156.05	13.4713
Y48G1C.2c.1	132	22.9687	0	0
Y48G1C.10a.1	3621	3423.88	1367.95	10.5026
Y48G1C.10b.1	2440	2242.88	13.9563	0.163573
Y48G1C.10a.2	3611	3413.88	1.53509	0.0118204
Y48G1C.6.1	1741	1543.88	68.4923	1.1662
Y48G1C.10c.1	294	123.026	0	0
Y48G1C.9.2	2363	2165.88	693.416	8.41601
Y48G1C.9.1	2339	2141.88	0	0
Y48G1C.1.1	1605	1407.88	545.651	10.1881
Y48G1C.1.2	1521	1323.88	0	0
Y48G1C.13.1	376	191.986	149	20.4016
Y48G1C.8a.1	4965	4767.88	1063.23	5.86205
Y48G1C.8b.1	4907	4709.88	3328.77	18.5789
F53G12.1.1	1244	1046.88	11761.8	295.341
F53G12.1.2	1294	1096.88	5221.17	125.128
F53G12.16	221	69.9163	1	0.375984
F53G12.15	149	30.257	0	0
F53G12.10.1	799	602.069	46122.5	2013.79
F53G12.10.2	820	623.069	9762.51	411.882
F53G12.17	150	30.7184	5	4.27877
F53G12.12	134	23.8715	0	0
F53G12.9a.1	929	731.884	81	2.90931
F53G12.9b.1	237	80.5554	0	0
F53G12.8.1	561	365.753	160	11.4995
F53G12.14	21	10.5263	0	0
F53G12.7a.1	1133	935.884	35	0.98309
F53G12.7b.1	777	580.126	0	0
F53G12.6.1	1586	1388.88	184	3.48256
F53G12.5a.1	2039	1841.88	1.49144e-08	2.12859e-10
F53G12.5b.1	2030	1832.88	275.445	3.95046
F53G12.5a.2	1989	1791.88	15632.4	229.331
F53G12.5c.1	543	348.402	570.193	43.0219
F53G12.4.1	1070	872.884	117	3.52352
F53G12.3.1	4512	4314.88	3.02902	0.0184536
F53G12.18.1	222	70.5849	0	0
F56C11.1.2	5185	4987.88	202.212	1.0657
F56C11.1.1	4667	4469.88	896.759	5.27384
F56C11.2a.1	2698	2500.88	666.287	7.0035
F56C11.2a.2	2809	2611.88	164.713	1.65776
F56C11.2b.1	2010	1812.88	0	0
F56C11.6a.1	1847	1649.88	288.591	4.59808
F56C11.6a.2	1911	1713.88	316.696	4.85744
F56C11.6b.1	1686	1488.88	343.714	6.06853
F56C11.6c	1696	1498.88	0	0
F56C11.7	60	23.1176	0	0
F56C11.5b.1	911	713.884	342.001	12.5935
F56C11.5a.1	1024	826.884	196.011	6.23138
F56C11.5a.2	1201	1003.88	136.12	3.56439
F56C11.3.1	558	362.944	4.84876	0.351186
F56C11.3.2	564	368.701	513.019	36.5769
Y48G1BL.2a.2	7673	7475.88	1076.16	3.78408
Y48G1BL.2a.1	7665	7467.88	53.928	0.18983
F56C11.t1	75	22.005	0.75	0.895956
K10E9.2	1614	1416.88	35.2326	0.653669
Y48G1BL.2b.1	5106	4908.88	827.915	4.43353
Y48G1BL.7.1	1070	872.884	6.25283	0.188307
Y48G1BL.3	1468	1270.88	1802.69	37.2874
Y48G1BL.1	870	672.917	232.737	9.09181
Y48G1BL.4	428	238.957	191	21.0117
Y48G1BL.8.1	613	417.021	24.141	1.52175
Y48G1BL.5	933	735.884	368.099	13.1493
Y48G1BM.4	2385	2187.88	0	0
Y48G1BM.6	3780	3582.88	562.257	4.12524
Y48G1BM.7	271	105.245	4	0.999092
Y48G1BM.2	1791	1593.88	0	0
Y48G1BM.8	919	721.884	71	2.58546
Y48G1BM.1.1	1455	1257.88	66.017	1.37963
Y48G1BR.1.1	2090	1892.88	99.6552	1.38396
Y48G1BR.1.2	2060	1862.88	453.482	6.39914
T13E5.1	117	18.083	0	0
C53D5.8	21	10.5263	0	0
C53D5.7	21	10.5263	0	0
C53D5.2.1	1141	943.884	110	3.06352
C53D5.4a.1	1453	1255.88	131.12	2.74451
C53D5.4b.1	1281	1083.88	208.891	5.06622
C53D5.4f.1	456	264.789	0	0
C53D5.4c.1	867	669.917	61.5275	2.41432
C53D5.4e.1	561	365.753	0	0
C53D5.4d.1	972	774.884	54.4618	1.84758
C53D5.1c.1	1697	1499.88	0	0
C53D5.1a.2	1695	1497.88	606.209	10.6388
C53D5.1a.1	1689	1491.88	8.79616e-05	1.54991e-06
C53D5.1b.1	1682	1484.88	0	0
C53D5.1c.2	1604	1406.88	0.179924	0.00336184
C53D5.1d.1	1170	972.884	37.6107	1.01624
C53D5.5a.1	2033	1835.88	846	12.1136
C53D5.5b.1	1791	1593.88	6.90201e-08	1.13833e-09
C53D5.6.2	3711	3513.88	12418.7	92.9045
C53D5.6.1	3710	3512.88	1530.27	11.4512
Y48G1A.7	949	751.884	63.1465	2.20773
Y48G1A.5a.1	3492	3294.88	67.6869	0.540023
Y48G1A.5a.2	3499	3301.88	6216.82	49.4942
Y48G1A.5b.1	588	392.232	257.444	17.2539
Y48G1A.4.2	2762	2564.88	1619.64	16.5996
Y48G1A.4.1	2756	2558.88	0.35974	0.0036956
Y48G1A.3.2	1296	1098.88	1173	28.0604
Y48G1A.3.1	1288	1090.88	0	0
Y48G1A.6b.1	2165	1967.88	814.315	10.8778
Y48G1A.6a.1	2227	2029.88	134.685	1.7442
Y48G1A.2.1	728	531.18	1792	88.6836
Y48G1A.1.1	3102	2904.88	596	5.39343
R119.1	2697	2499.88	610	6.41442
R119.7a.2	2060	1862.88	2599.83	36.6864
R119.7a.1	2400	2202.88	1693.66	20.2108
R119.7b.1	2068	1870.88	0	0
R119.7b.2	2012	1814.88	24.2271	0.350913
R119.2.1	1860	1662.88	988.284	15.6231
R119.3.2	889	691.917	1030.33	39.1443
R119.3.1	885	687.917	667.673	25.5138
R119.6.1	1943	1745.88	0	0
R119.4.1	2315	2117.88	7362.18	91.38
R119.4.2	2325	2127.88	13937.8	172.185
R119.6.2	1715	1517.88	1670	28.9218
R119.5a.1	2129	1931.88	162.431	2.21023
R119.5b.1	2061	1863.88	180.569	2.54666
Y50C1A.1a.1	2398	2200.88	810.385	9.67925
Y50C1A.1b.1	1901	1703.88	21.6151	0.333476
Y50C1A.2.1	1277	1079.88	15	0.365142
C07F11.2.1	1571	1373.88	27	0.516608
C07F11.1.1	4080	3882.88	3.67346	0.0248696
C07F11.1.2	4083	3885.88	1108.33	7.49765
W04C9.4.1	555	359.996	9.90278e-05	7.23114e-06
W04C9.4.2	556	360.979	2414	175.793
W04C9.5.1	1134	936.884	32	0.897866
W04C9.7	21	10.5263	0	0
W04C9.8	557	361.962	18	1.30725
W04C9.3.1	1574	1376.88	10	0.190919
W04C9.9.1	631	434.859	0	0
W04C9.6.1	1467	1269.88	76	1.57325
W04C9.2.2	454	262.968	3287	328.583
W04C9.2.1	452	261.082	7.20933e-07	7.25882e-08
W04C9.1a.1	2537	2339.88	2163.29	24.3034
W04C9.1b.1	2166	1968.88	222.711	2.97351
Y65B4BL.3a.2	1129	931.884	158.165	4.46164
Y65B4BL.3a.1	998	800.884	311.069	10.2102
Y65B4BL.3b.1	747	550.18	0	0
Y65B4BL.4.1	1184	986.884	1263.77	33.6626
Y65B4BL.2a.1	2040	1842.88	6914.61	98.6319
Y65B4BL.2a.2	2052	1854.88	0.305851	0.00433451
Y65B4BL.2b.1	1725	1527.88	0	0
Y65B4BL.7a.1	982	784.884	48.7168	1.63163
Y65B4BL.7b.1	519	325.123	18.82	1.52167
Y65B4BL.5a.1	2597	2399.88	17839.4	195.406
Y65B4BL.5b.1	2031	1833.88	0	0
Y65B4BL.5c.1	2181	1983.88	999.155	13.2393
Y65B4BL.10	150	30.7184	0	0
Y65B4BL.9	129	21.8616	5.82526	7.00456
Y65B4BL.6a.1	535	340.566	202	15.5918
Y65B4BL.6b.1	129	21.8616	0	0
Y65B4BL.8	92	16.3852	0	0
Y65B4BL.11	112	16.9615	0	0
Y65B4BL.12	289	119.097	0	0
Y65B4BL.1.2	1605	1407.88	440.689	8.22835
Y65B4BL.1.1	1149	951.884	0	0
Y65B4BM.3.1	1468	1270.88	121.311	2.50923
Y65B4BM.2	72	24.3758	0	0
Y65B4BR.8.2	740	543.18	1084	52.4605
Y65B4BR.8.1	735	538.18	0	0
Y65B4BR.5.1	699	502.377	21836	1142.59
Y65B4BR.10	128	21.4894	0	0
Y65B4BR.4b.2	2971	2773.88	6437.04	61.0021
Y65B4BR.4b.1	2964	2766.88	0.000361502	3.43453e-06
Y65B4BR.4a.1	2974	2776.88	2750.02	26.033
Y65B4BR.12	157	33.8449	0	0
Y65B4BR.4c.1	1524	1326.88	92.9476	1.84142
Y65B4BR.4d.1	1518	1320.88	8.22767e-05	1.63742e-06
Y65B4BR.3.1	3360	3162.88	2056	17.0878
Y65B4BR.11	128	21.4894	7	8.56292
Y65B4BR.2d.1	1063	865.884	0	0
Y65B4BR.2a.1	1025	827.884	18.5164	0.587943
Y65B4BR.2f.1	1613	1415.88	41.9704	0.779225
Y65B4BR.2e.1	1558	1360.88	3.60962	0.069725
Y65B4BR.2b.1	657	460.58	0	0
Y65B4BR.2c.1	699	502.377	0	0
Y65B4BR.1.1	1235	1037.88	33	0.835819
Y65B4BR.9.1	621	424.941	15	0.92792
Y65B4BR.6a.1	1505	1307.88	172.383	3.46475
Y65B4BR.6b.1	1680	1482.88	5490.62	97.3333
F56A6.5.1	723	526.18	1	0.0499589
F56A6.8.1	213	64.8184	0	0
F56A6.2a.1	5696	5498.88	140.229	0.670363
F56A6.2b.1	5635	5437.88	903.771	4.36894
F56A6.3	990	792.884	4.52437	0.150002
F56A6.6	90	17.4809	0	0
F56A6.7	90	17.4809	0	0
F56A6.4a.2	1441	1243.88	1726.99	36.497
F56A6.4a.1	1437	1239.88	0.0103335	0.000219085
F56A6.4b.1	537	342.534	0	0
F56A6.4d.1	957	759.884	0	0
F56A6.4c.1	1182	984.884	0	0
F56A6.1a.1	2890	2692.88	348.283	3.39987
F56A6.1b.1	2845	2647.88	15.2465	0.151363
Y65B4A.4.1	1320	1122.88	6.29584	0.147389
Y65B4A.4.2	1256	1058.88	46.2988	1.14939
Y65B4A.6a.1	1941	1743.88	147.429	2.22235
Y65B4A.6a.2	2727	2529.88	849.589	8.82786
Y65B4A.10	213	64.8184	0	0
Y65B4A.11	110	16.5107	5.45535	8.68569
Y65B4A.6b.1	840	642.979	362.716	14.8292
Y65B4A.3.1	804	607.069	1598	69.1968
Y65B4A.2b.1	1630	1432.88	22.8633	0.419445
Y65B4A.2c.1	1408	1210.88	29.0169	0.629936
Y65B4A.2a.1	1511	1313.88	207.12	4.14392
Y65B4A.7a.1	501	307.746	37	3.16051
Y65B4A.7b.1	288	118.312	0	0
Y65B4A.1.1	2309	2111.88	1990	24.7702
Y65B4A.8.2	1974	1776.88	842.114	12.4583
Y65B4A.8.1	1963	1765.88	0.640017	0.00952745
Y65B4A.9a.1	1322	1124.88	227.364	5.31325
Y65B4A.9b.1	1456	1258.88	108.704	2.26991
Y18H1A.14.1	1478	1280.88	7	0.14366
Y18H1A.11b.1	864	666.917	15.8111	0.623214
Y18H1A.11a.1	886	688.917	173.309	6.61303
Y18H1A.11d.1	417	228.917	3.81854	0.438497
Y18H1A.11c.1	651	454.71	32.0618	1.85353
Y18H1A.10.1	1544	1346.88	174	3.39599
Y18H1A.1.1	1556	1358.88	169	3.26928
Y18H1A.4.2	911	713.884	747.865	27.5387
Y18H1A.4.1	957	759.884	182.135	6.30077
Y18H1A.2a.1	958	760.884	0.00262242	9.06007e-05
Y18H1A.2a.2	963	765.884	1198.74	41.1441
Y18H1A.2b.1	907	709.884	20.2614	0.750292
Y18H1A.3a.2	4295	4097.88	1.09969e-08	7.05436e-11
Y18H1A.3a.1	4312	4114.88	1797.4	11.4824
Y18H1A.3b.1	1830	1632.88	0	0
Y18H1A.3c.1	2247	2049.88	299.603	3.84206
Y18H1A.3d.1	2904	2706.88	0	0
Y18H1A.3e.1	3921	3723.88	0	0
Y18H1A.7a.1	1605	1407.88	729	13.6116
Y18H1A.7b.1	144	28.0849	0	0
Y18H1A.6a.1	2324	2126.88	864.047	10.6792
Y18H1A.6c.1	1716	1518.88	115.221	1.99414
Y18H1A.6b.1	1185	987.884	70.5253	1.87666
Y18H1A.6d.1	243	84.5408	6.2067	1.92993
Y18H1A.15.1	2037	1839.88	63	0.900114
Y18H1A.18.1	367	184.011	8	1.14286
Y18H1A.13.1	1148	950.884	42	1.1611
Y18H1A.17	167	38.5974	0	0
Y18H1A.12a.1	724	527.18	5.21813	0.260197
Y18H1A.12b.1	519	325.123	2.78187	0.224925
Y18H1A.9.1	1826	1628.88	131	2.11411
Y18H1A.t1	84	18.928	0	0
Y18H1A.8a.1	756	559.18	19	0.893201
Y18H1A.16	83	19.6121	0	0
Y18H1A.8b.1	195	53.9704	0	0
T06A4.2.2	616	420.001	0	0
T06A4.2.1	618	421.981	72	4.48525
T06A4.3a.2	1769	1571.88	0	0
T06A4.3a.1	1810	1612.88	292.153	4.76161
T06A4.3b.1	1523	1325.88	57.1638	1.13335
T06A4.1a.1	3164	2966.88	39.9866	0.354292
T06A4.1b.1	1896	1698.88	0	0
T06A4.1a.2	1937	1739.88	43.697	0.660205
T06A4.5	221	69.9163	1.706	0.641428
T06A4.4	146	28.9337	0.294	0.267111
T06A4.6	85	18.7481	0	0
T06A4.7	123	19.8067	0	0
Y73A3A.1	299	126.966	0	0
Y73A3A.2	144	28.0849	0	0
ZC123.3a.1	5453	5255.88	0.0387814	0.000193966
ZC123.3a.2	5458	5260.88	529.042	2.6435
ZC123.t1	73	23.5118	0	0
ZC123.8	241	83.1303	0	0
ZC123.10	150	30.7184	0	0
ZC123.11	183	47.1807	0	0
ZC123.7	148	29.8833	0	0
ZC123.3b.1	3762	3564.88	0.66826	0.00492773
ZC123.5	51	21.2192	0	0
ZC123.9	271	105.245	4	0.999092
ZC123.3c.1	3708	3510.88	362.685	2.71556
ZC123.3d.1	3414	3216.88	274.783	2.24544
ZC123.3e.1	3072	2874.88	142.319	1.30134
ZC123.3f.1	2187	1989.88	82.4641	1.08939
ZC123.6	50	20.7887	1	1.2645
ZC123.1.2	2395	2197.88	7.85032	0.0938923
ZC123.1.1	2389	2191.88	288.15	3.45579
ZC123.4a.1	1717	1519.88	384	6.64153
ZC123.4c.1	1185	987.884	0	0
ZC123.4b.1	1611	1413.88	0	0
Y95B8A.17	321	144.945	2.10333	0.38146
Y95B8A.8.2	3056	2858.88	0	0
Y95B8A.8.1	3311	3113.88	4394	37.0941
Y95B8A.10a.1	2978	2780.88	0	0
Y95B8A.10a.2	3007	2809.88	1358.04	12.7049
Y95B8A.10c.1	1461	1263.88	231.921	4.8237
Y95B8A.10b.1	2094	1896.88	27.852	0.385979
Y95B8A.6c.1	1078	880.884	112.77	3.36527
Y95B8A.6a.1	1444	1246.88	590.648	12.4523
Y95B8A.6a.2	1427	1229.88	99.2639	2.12165
Y95B8A.6d.1	594	398.157	16.8381	1.1117
Y95B8A.11b.1	1398	1200.88	243.89	5.33877
Y95B8A.11a.1	1404	1206.88	169.196	3.6853
Y95B8A.11c.1	324	147.419	12.3933	2.20995
Y95B8A.5a.1	2595	2397.88	1694.87	18.5804
Y95B8A.5b.1	381	196.474	51.1282	6.84072
Y95B8A.5c.1	348	167.471	0	0
Y95B8A.18	143	27.5717	0	0
Y95B8A.4.1	944	746.884	90	3.16765
Y95B8A.12f.1	2011	1813.88	19.7074	0.285606
Y95B8A.12a.1	1974	1776.88	0.452142	0.00668903
Y95B8A.12b.1	1977	1779.88	31.9607	0.472033
Y95B8A.12c.1	2017	1819.88	13.507	0.195102
Y95B8A.12d.1	1869	1671.88	0	0
Y95B8A.12e.1	1845	1647.88	37.3728	0.596178
Y95B8A.16	150	30.7184	0	0
Y95B8A.3	1020	822.884	0	0
Y95B8A.1b.1	913	715.884	770.718	28.3009
Y95B8A.1a.1	2535	2337.88	33.3588	0.37509
Y95B8A.1a.2	2542	2344.88	259.924	2.91388
Y95B8A.14	106	16.0613	0	0
Y95B8A.15	106	16.0613	0	0
Y95B8A.13	91	17.3214	0	0
Y95B8A.t1	72	24.3758	0	0
Y34D9B.1a.2	1855	1657.88	437.467	6.93647
Y34D9B.1b.2	1867	1669.88	165.71	2.60861
Y34D9B.1a.1	1853	1655.88	1.31073	0.020808
Y34D9B.1b.1	1865	1667.88	0.512912	0.00808397
F54A5.2b.1	1173	975.884	0	0
F54A5.2b.2	910	712.884	55.3184	2.03985
F54A5.2a.1	2480	2282.88	216.738	2.49574
F54A5.3b.2	1619	1421.88	0	0
F54A5.3a.2	1624	1426.88	254.991	4.69768
F54A5.3b.1	5250	5052.88	38.7584	0.201639
F54A5.3a.1	1623	1425.88	0.0154777	0.000285345
F54A5.3c	1097	899.884	8.94108	0.261187
F54A5.3d	1087	889.884	7.24907	0.214139
F54A5.3e	811	614.069	0	0
F54A5.3f	947	749.884	1.83417	0.0642972
F54A5.3g	4585	4387.88	9.15402	0.0548408
F54A5.4	150	30.7184	0	0
F54A5.5	150	30.7184	0	0
F54A5.1.1	1786	1588.88	14.7369	0.243815
F54A5.1.2	1685	1487.88	218.263	3.85619
C54G6.3.1	1710	1512.88	52	0.903535
C54G6.6	449	258.195	0	0
C54G6.7	300	127.781	0	0
C54G6.2a.1	2077	1879.88	48.1485	0.673285
C54G6.2b.1	537	342.534	0	0
C54G6.2c.1	237	80.5554	0	0
C54G6.1a.1	1118	920.884	458.628	13.0919
C54G6.1b.1	808	611.069	164.372	7.07106
C54G6.8.1	189	50.6172	7	3.63536
C54G6.5.1	367	184.011	6051.26	864.471
C54G6.5.2	355	173.554	418.517	63.3908
Y34D9A.11.1	315	140.022	1431.22	268.694
Y34D9A.1.2	1334	1136.88	2138	49.4355
Y34D9A.1.1	1332	1134.88	1.60079e-07	3.70791e-09
Y34D9A.4.2	1794	1596.88	2549	41.9608
Y34D9A.4.1	1857	1659.88	0	0
Y34D9A.3f.1	2997	2799.88	0	0
Y34D9A.3a.1	2554	2356.88	0	0
Y34D9A.3a.2	2491	2293.88	998.539	11.443
Y34D9A.3e.1	2456	2258.88	273.857	3.18696
Y34D9A.3f.2	2418	2220.88	0	0
Y34D9A.3b.1	2133	1935.88	0	0
Y34D9A.3c.1	1116	918.884	72.8597	2.08437
Y34D9A.3d.1	528	333.824	12.7441	1.00355
Y34D9A.7a.1	1502	1304.88	828.016	16.6807
Y34D9A.7b.1	900	702.884	201.984	7.55406
Y34D9A.7c.1	234	78.3657	0	0
Y34D9A.6.1	414	226.184	1206.88	140.265
Y34D9A.8a.1	702	505.377	321.791	16.7381
Y34D9A.8a.2	617	420.981	1.06077	0.0662379
Y34D9A.8b.1	975	777.884	66.7596	2.25604
Y34D9A.8c.1	303	130.207	0	0
Y34D9A.10.1	1797	1599.88	249.555	4.10039
Y34D9A.10.2	1803	1605.88	3834.03	62.7609
Y34D9A.2.1	1514	1316.88	98.7783	1.97179
R06A10.2a.1	2333	2135.88	419.307	5.16062
R06A10.2a.2	3436	3238.88	256.844	2.08459
R06A10.2b.1	858	660.917	0.849122	0.0337731
R06A10.1b.1	649	452.71	6.22103	0.361235
R06A10.1a.1	753	556.18	15.779	0.74578
R06A10.5b.1	477	284.681	9.58924	0.885467
R06A10.5a.1	183	47.1807	0.41076	0.228861
R06A10.4.1	1605	1407.88	0.001401	2.61589e-05
R06A10.4.2	1607	1409.88	203.999	3.80357
R06A10.6	21	10.5263	0	0
ZK993.2a.1	1523	1325.88	10.8235	0.214591
ZK993.2b.1	1278	1080.88	4.17646	0.101573
ZK993.5.1	1380	1182.88	6	0.133339
ZK993.4	83	19.6121	0	0
ZK993.1a.1	796	599.098	11	0.482661
ZK993.1b.1	435	245.355	0	0
Y48G8AL.10a.1	3892	3694.88	1187.33	8.44732
Y48G8AL.10e.1	483	290.391	0	0
Y48G8AL.10d.1	1713	1515.88	42.3321	0.734093
Y48G8AL.10c.1	2613	2415.88	187.321	2.03825
Y48G8AL.10b.1	2649	2451.88	0.0141636	0.000151852
Y48G8AL.14.2	1172	974.884	607.895	16.3917
Y48G8AL.14.1	1016	818.884	0	0
Y48G8AL.18	177	43.9156	0	0
Y48G8AL.17	292	121.485	0	0
Y48G8AL.8.1	637	440.859	43716	2606.68
Y48G8AL.7.1	1401	1203.88	724.973	15.8301
Y48G8AL.11a.2	2199	2001.88	744.887	9.78135
Y48G8AL.11a.1	2195	1997.88	2.42133e-06	3.18589e-08
Y48G8AL.11c.1	204	59.1903	0	0
Y48G8AL.11b.1	1554	1356.88	228.113	4.41931
Y48G8AL.6.2	4677	4479.88	816.706	4.79233
Y48G8AL.6.1	3497	3299.88	1937.41	15.4337
Y48G8AL.20	861	663.917	67.8799	2.68766
Y48G8AL.5a.2	2522	2324.88	3275.82	37.0396
Y48G8AL.5a.1	2524	2326.88	183.073	2.06822
Y48G8AL.5b.1	1455	1257.88	0	0
Y48G8AL.5c.1	861	663.917	0	0
Y48G8AL.5d.1	549	354.167	277.105	20.5676
Y48G8AL.1a.1	3282	3084.88	2216.29	18.8858
Y48G8AL.1a.2	3275	3077.88	0.00016575	1.41562e-06
Y48G8AL.16.1	269	103.668	29.7868	7.55315
Y48G8AL.12.1	348	167.471	1756.21	275.668
Y48G8AL.13a.2	1201	1003.88	177.229	4.64087
Y48G8AL.13a.1	1141	943.884	2557.77	71.2345
Y48G8AL.13b.1	579	383.361	0	0
Y48G8AL.1b.1	2067	1869.88	0	0
Y48G8AL.1c.1	1932	1734.88	0	0
Y48G8AL.1d.1	1515	1317.88	4.17486e-07	8.32745e-09
Y48G8AL.1e.1	642	445.817	200.709	11.8347
Y48G8AL.19	71	25.8451	0	0
Y48G8AL.15.2	584	388.269	279	18.8894
Y48G8AL.15.1	572	376.505	0.000202161	1.41148e-05
Y48G8AR.1a.1	2983	2785.88	0.159501	0.00150504
