target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	35.6208	34	27.877
Y74C9A.3.2	892	689.885	905.375	38.3285
Y74C9A.3.1	967	764.843	8.62535	0.329363
Y74C9A.2a.1	714	512.218	2381.36	135.781
Y74C9A.2a.2	685	483.247	2002.64	121.033
Y74C9A.2b.1	171	39.3994	0	0
Y74C9A.4a.1	2117	1914.84	37.1116	0.566039
Y74C9A.4a.2	2118	1915.84	1236.26	18.8461
Y74C9A.4b.2	2128	1925.84	878.903	13.3288
Y74C9A.4b.1	2122	1919.84	0.000890607	1.35485e-05
Y74C9A.4d.1	825	622.885	0	0
Y74C9A.4c.1	1602	1399.84	343.72	7.17127
Y74C9A.9	719	517.218	114.928	6.48969
Y74C9A.5.2	2290	2087.84	86.3641	1.20811
Y74C9A.5.1	2180	1977.84	545.636	8.05714
Y74C9A.7	21	10.5	0	0
Y74C9A.8	21	10.5	0	0
Y74C9A.1.1	732	530.124	7	0.385647
Y48G1C.12.1	1106	903.843	756	24.4286
Y48G1C.4a.1	1407	1204.84	653	15.829
Y48G1C.4b.1	942	739.843	0	0
Y48G1C.5.1	3575	3372.84	62	0.536865
Y48G1C.2b.1	1875	1672.84	786.454	13.7305
Y48G1C.2a.1	2602	2399.84	0	0
Y48G1C.2a.2	2453	2250.84	1200.55	15.5777
Y48G1C.2c.1	132	23.26	0	0
Y48G1C.10a.1	3621	3418.84	1294.14	11.0553
Y48G1C.10b.1	2440	2237.84	23.9041	0.31197
Y48G1C.10a.2	3611	3408.84	0.127639	0.00109357
Y48G1C.6.1	1741	1538.84	50.3194	0.955018
Y48G1C.10c.1	294	119.574	0	0
Y48G1C.9.2	2363	2160.84	471.812	6.37699
Y48G1C.9.1	2339	2136.84	0	0
Y48G1C.1.1	1605	1402.84	902.696	18.7933
Y48G1C.1.2	1521	1318.84	0	0
Y48G1C.13.1	376	186.915	99	15.469
Y48G1C.8a.1	4965	4762.84	1722.46	10.5622
Y48G1C.8b.1	4907	4704.84	4474.54	27.7762
F53G12.1.1	1244	1041.84	9429.98	264.349
F53G12.1.2	1294	1091.84	4280.02	114.487
