target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	35.0822	43	32.6115
Y74C9A.3.2	892	690.443	1249.48	48.1495
Y74C9A.3.1	967	765.377	8.51799	0.296109
Y74C9A.2a.1	714	512.765	3835.41	199.014
Y74C9A.2a.2	685	483.923	4326.59	237.88
Y74C9A.2b.1	171	38.9158	0	0
Y74C9A.4a.1	2117	1915.38	1197.45	16.6339
Y74C9A.4a.2	2118	1916.38	596.85	8.28654
Y74C9A.4b.2	2128	1926.38	1234.67	17.0529
Y74C9A.4b.1	2122	1920.38	0.0315563	0.000437209
Y74C9A.4d.1	825	623.443	0	0
Y74C9A.4c.1	1602	1400.38	9.47892e-06	1.80096e-07
Y74C9A.9	719	517.718	127.315	6.543
Y74C9A.5.2	2290	2088.38	203.24	2.58934
Y74C9A.5.1	2180	1978.38	594.76	7.99875
Y74C9A.7	21	8.1	0	0
Y74C9A.8	21	8.1	0	0
Y74C9A.1.1	732	530.647	1	0.0501399
Y48G1C.12.1	1106	904.377	1031	30.3318
Y48G1C.4a.1	1407	1205.38	964	21.2786
Y48G1C.4b.1	942	740.377	0	0
Y48G1C.5.1	3575	3373.38	39	0.307602
Y48G1C.2b.1	1875	1673.38	615.901	9.79279
Y48G1C.2a.1	2602	2400.38	83.6327	0.927013
Y48G1C.2a.2	2453	2251.38	1488.47	17.5906
Y48G1C.2c.1	132	21.602	0	0
Y48G1C.10a.1	3621	3419.38	1415.59	11.0149
Y48G1C.10b.1	2440	2238.38	49.0398	0.582915
Y48G1C.10a.2	3611	3409.38	0.00768956	6.00089e-05
Y48G1C.6.1	1741	1539.38	114.457	1.97828
Y48G1C.10c.1	294	120.217	0	0
Y48G1C.9.2	2363	2161.38	808.537	9.95311
Y48G1C.9.1	2339	2137.38	0	0
Y48G1C.1.1	1605	1403.38	676.366	12.8232
Y48G1C.1.2	1521	1319.38	0	0
Y48G1C.13.1	376	188.463	171	24.1412
Y48G1C.8a.1	4965	4763.38	1125.47	6.28647
Y48G1C.8b.1	4907	4705.38	2685.53	15.1854
F53G12.1.1	1244	1042.38	12051.7	307.619
F53G12.1.2	1294	1092.38	4544.29	110.683
F53G12.16	221	68.2548	0	0
F53G12.15	149	28.3886	0	0
F53G12.10.1	799	597.47	29659.5	1320.8
F53G12.10.2	820	618.443	6848.45	294.634
F53G12.17	150	28.8429	5	4.61234
F53G12.12	134	22.2858	0	0
F53G12.9a.1	929	727.41	72	2.63355
F53G12.9b.1	237	78.9422	0	0
F53G12.8.1	561	361.663	133	9.78447
F53G12.14	21	8.1	0	0
F53G12.7a.1	1133	931.377	5.23461	0.149537
F53G12.7b.1	777	575.524	2.76539	0.127845
F53G12.6.1	1586	1384.38	95	1.82582
F53G12.5a.1	2039	1837.38	16.5067	0.239029
F53G12.5b.1	2030	1828.38	244.269	3.55461
F53G12.5a.2	1989	1787.38	16151.7	240.432
F53G12.5c.1	543	344.094	552.519	42.7228
F53G12.4.1	1070	868.377	35	1.07238
F53G12.3.1	4512	4310.38	7.0361	0.0434317
F53G12.18.1	222	68.9297	0	0
F56C11.1.2	5185	4983.38	394.437	2.10593
F56C11.1.1	4667	4465.38	1052.53	6.2714
F56C11.2a.1	2698	2496.38	860.632	9.17268
F56C11.2a.2	2809	2607.38	305.368	3.11609
F56C11.2b.1	2010	1808.38	0	0
F56C11.6a.1	1847	1645.38	373.076	6.03283
F56C11.6a.2	1911	1709.38	279.187	4.34557
F56C11.6b.1	1686	1484.38	528.613	9.47507
F56C11.6c	1696	1494.38	9.12448	0.162457
F56C11.7	60	22.6098	0	0
F56C11.5b.1	911	709.443	324.983	12.188
F56C11.5a.1	1024	822.377	257.261	8.32325
F56C11.5a.2	1201	999.377	208.909	5.56183
F56C11.3.1	558	358.744	1.55574e-05	1.15383e-06
F56C11.3.2	564	364.613	571.846	41.7288
Y48G1BL.2a.2	7673	7471.38	1376.82	4.90304
Y48G1BL.2a.1	7665	7463.38	20.2874	0.0723235
F56C11.t1	75	22.2012	0.583333	0.699084
K10E9.2	1614	1412.38	16.5206	0.311218
Y48G1BL.2b.1	5106	4904.38	806.895	4.37746
Y48G1BL.7.1	1070	868.377	7	0.214476
Y48G1BL.3	1468	1266.38	1787.36	37.5524
Y48G1BL.1	870	668.443	85.1303	3.38852
Y48G1BL.4	428	234.803	24.0637	2.72677
Y48G1BL.8.1	613	412.443	2	0.12902
Y48G1BL.5	933	731.41	20.1669	0.733614
Y48G1BM.4	2385	2183.38	0	0
Y48G1BM.6	3780	3578.38	112.021	0.832918
Y48G1BM.7	271	102.79	4	1.03538
Y48G1BM.2	1791	1589.38	1	0.0167403
Y48G1BM.8	919	717.41	21	0.778827
Y48G1BM.1.1	1455	1253.38	98.2444	2.08553
Y48G1BR.1.1	2090	1888.38	125.892	1.77377
Y48G1BR.1.2	2060	1858.38	493.138	7.06031
T13E5.1	117	17.4182	0	0
C53D5.8	21	8.1	0	0
C53D5.7	21	8.1	0	0
C53D5.2.1	1141	939.377	91	2.57745
C53D5.4a.1	1453	1251.38	249.371	5.3021
C53D5.4b.1	1281	1079.38	279.398	6.88716
C53D5.4f.1	456	260.952	1.61146e-08	1.64304e-09
C53D5.4c.1	867	665.443	80.25	3.20866
C53D5.4e.1	561	361.663	9.28772	0.683274
C53D5.4d.1	972	770.377	36.6927	1.26726
C53D5.1c.1	1697	1495.38	0	0
C53D5.1a.2	1695	1493.38	472.234	8.41351
C53D5.1a.1	1689	1487.38	0	0
C53D5.1b.1	1682	1480.38	14.2334	0.255814
C53D5.1c.2	1604	1402.38	161.766	3.0691
C53D5.1d.1	1170	968.377	28.7669	0.790383
C53D5.5a.1	2033	1831.38	537.305	7.80607
C53D5.5b.1	1791	1589.38	154.695	2.58964
C53D5.6.2	3711	3509.38	9750.05	73.9207
C53D5.6.1	3710	3508.38	1936.95	14.6893
Y48G1A.7	949	747.377	83.8744	2.98593
Y48G1A.5a.1	3492	3290.38	73.5875	0.595042
Y48G1A.5a.2	3499	3297.38	5217.95	42.1038
Y48G1A.5b.1	588	387.967	247.382	16.9654
Y48G1A.4.2	2762	2560.38	1288.95	13.3944
Y48G1A.4.1	2756	2554.38	0.0481081	0.000501098
Y48G1A.3.2	1296	1094.38	1162	28.2507
Y48G1A.3.1	1288	1086.38	0	0
Y48G1A.6b.1	2165	1963.38	933.61	12.6518
Y48G1A.6a.1	2227	2025.38	255.39	3.35495
Y48G1A.2.1	728	526.647	2351	118.774
Y48G1A.1.1	3102	2900.38	696	6.38475
R119.1	2697	2495.38	597	6.36543
R119.7a.2	2060	1858.38	2063.01	29.5364
R119.7a.1	2400	2198.38	1949.49	23.5944
R119.7b.1	2068	1866.38	0	0
R119.7b.2	2012	1810.38	0	0
R119.2.1	1860	1658.38	1008.49	16.18
R119.3.2	889	687.443	1351.81	52.32
R119.3.1	885	683.443	619.655	24.1233
R119.6.1	1943	1741.38	24.744	0.378065
R119.4.1	2315	2113.38	10483.1	131.978
R119.4.2	2325	2123.38	9781.95	122.571
R119.6.2	1715	1513.38	1014.79	17.841
R119.5a.1	2129	1927.38	213.268	2.94408
R119.5b.1	2061	1859.38	117.732	1.68467
Y50C1A.1a.1	2398	2196.38	835.242	10.118
Y50C1A.1b.1	1901	1699.38	148.758	2.32906
Y50C1A.2.1	1277	1075.38	12	0.2969
C07F11.2.1	1571	1369.38	31	0.602321
C07F11.1.1	4080	3878.38	522.927	3.5874
C07F11.1.2	4083	3881.38	925.073	6.34132
W04C9.4.1	555	355.809	1.25328e-06	9.37173e-08
W04C9.4.2	556	356.793	2385	177.853
W04C9.5.1	1134	932.377	27	0.77048
W04C9.7	21	8.1	0	0
W04C9.8	557	357.793	22	1.63599
W04C9.3.1	1574	1372.38	4	0.0775489
W04C9.9.1	631	430.271	0	0
W04C9.6.1	1467	1265.38	134	2.81757
W04C9.2.2	454	259.071	3734	383.481
W04C9.2.1	452	257.119	3.86872e-07	4.00334e-08
W04C9.1a.1	2537	2335.38	1693.31	19.2916
W04C9.1b.1	2166	1964.38	159.694	2.16299
Y65B4BL.3a.2	1129	927.377	205.297	5.89001
Y65B4BL.3a.1	998	796.377	354.703	11.8505
