target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	36.9238	52	29.1881
Y74C9A.3.2	892	693.982	1716.98	51.2774
Y74C9A.3.1	967	768.982	17.0206	0.45874
Y74C9A.2a.1	714	516.27	4930.35	197.929
Y74C9A.2a.2	685	487.443	3639.65	154.755
Y74C9A.2b.1	171	41.1151	0	0
Y74C9A.4a.1	2117	1918.98	1273.82	13.7577
Y74C9A.4a.2	2118	1919.98	1566.76	16.9128
Y74C9A.4b.2	2128	1929.98	1274.41	13.6857
Y74C9A.4b.1	2122	1923.98	0.00664089	7.15376e-05
Y74C9A.4d.1	825	627.045	0	0
Y74C9A.4c.1	1602	1403.98	0	0
Y74C9A.9	719	521.27	44.0169	1.75011
Y74C9A.5.2	2290	2091.98	53.414	0.529184
Y74C9A.5.1	2180	1981.98	1057.59	11.0592
Y74C9A.7	21	7.92857	0	0
Y74C9A.8	21	7.92857	0	0
Y74C9A.1.1	732	534.244	26	1.00866
Y48G1C.12.1	1106	907.982	1460	33.3261
Y48G1C.4a.1	1407	1208.98	1323	22.6803
Y48G1C.4b.1	942	743.982	0	0
Y48G1C.5.1	3575	3376.98	32	0.196395
Y48G1C.2b.1	1875	1676.98	868.041	10.7281
Y48G1C.2a.1	2602	2403.98	0.000133688	1.15258e-06
Y48G1C.2a.2	2453	2254.98	1839.96	16.9112
Y48G1C.2c.1	132	23.3914	0	0
Y48G1C.10a.1	3621	3422.98	1925.28	11.6573
Y48G1C.10b.1	2440	2241.98	12.5649	0.116155
Y48G1C.10a.2	3611	3412.98	7.1296	0.0432952
Y48G1C.6.1	1741	1542.98	96.0683	1.29041
Y48G1C.10c.1	294	124.129	19.2274	3.21036
Y48G1C.9.2	2363	2164.98	1212.22	11.6048
Y48G1C.9.1	2339	2140.98	0	0
Y48G1C.1.1	1605	1406.98	624.503	9.19931
Y48G1C.1.2	1521	1322.98	0	0
Y48G1C.13.1	376	192.319	183	19.7214
Y48G1C.8a.1	4965	4766.98	1655.98	7.19978
Y48G1C.8b.1	4907	4708.98	4209.02	18.5252
F53G12.1.1	1244	1045.98	15355.3	304.259
F53G12.1.2	1294	1095.98	6356.69	120.209
F53G12.16	221	71.0362	3	0.875288
F53G12.15	149	30.3447	0	0
F53G12.10.1	799	601.075	53846	1856.66
F53G12.10.2	820	622.045	11305	376.669
F53G12.17	150	30.7837	0	0
F53G12.12	134	24.2471	9	7.69293
F53G12.9a.1	929	730.982	115	3.26062
F53G12.9b.1	237	81.7266	0	0
F53G12.8.1	561	365.175	101	5.73231
F53G12.14	21	7.92857	0	0
F53G12.7a.1	1133	934.982	28.9022	0.640675
F53G12.7b.1	777	579.134	14.0978	0.504522
F53G12.6.1	1586	1387.98	68	1.01539
F53G12.5a.1	2039	1840.98	0	0
F53G12.5b.1	2030	1831.98	391.026	4.42378
F53G12.5a.2	1989	1790.98	20428.7	236.406
F53G12.5c.1	543	347.656	879.287	52.4192
F53G12.4.1	1070	871.982	156	3.70789
F53G12.3.1	4512	4313.98	6.02849	0.0289627
F53G12.18.1	222	71.7882	0	0
F56C11.1.2	5185	4986.98	288.821	1.20033
F56C11.1.1	4667	4468.98	1050.15	4.87026
F56C11.2a.1	2698	2499.98	337.91	2.80139
F56C11.2a.2	2809	2610.98	94.0895	0.746872
F56C11.2b.1	2010	1811.98	0.00044863	5.13149e-06
F56C11.6a.1	1847	1648.98	124.086	1.55961
F56C11.6a.2	1911	1712.98	169.126	2.04629
F56C11.6b.1	1686	1487.98	354.421	4.93663
F56C11.6c	1696	1497.98	8.36712	0.115765
F56C11.7	60	22.4433	0	0
F56C11.5b.1	911	712.982	380.043	11.0475
F56C11.5a.1	1024	825.982	614.626	15.4223
F56C11.5a.2	1201	1002.98	130.331	2.69317
F56C11.3.1	558	362.284	12.7345	0.728521
F56C11.3.2	564	368.083	703.265	39.5988
Y48G1BL.2a.2	7673	7474.98	1637.62	4.5406
Y48G1BL.2a.1	7665	7466.98	124.364	0.345191
F56C11.t1	75	20.6132	0.562685	0.565755
K10E9.2	1614	1415.98	20.871	0.305488
Y48G1BL.2b.1	5106	4907.98	1088.01	4.59452
Y48G1BL.7.1	1070	871.982	23.179	0.550931
Y48G1BL.3	1468	1269.98	2271.7	37.0734
Y48G1BL.1	870	671.982	283.731	8.75103
Y48G1BL.4	428	238.536	164.568	14.2989
Y48G1BL.8.1	613	416.205	32.1331	1.60013
Y48G1BL.5	933	734.982	673.234	18.9845
Y48G1BM.4	2385	2186.98	4.58211	0.0434239
Y48G1BM.6	3780	3581.98	800.549	4.63206
Y48G1BM.7	271	106.317	12	2.3393
Y48G1BM.2	1791	1592.98	4.41789	0.0574796
Y48G1BM.8	919	720.982	78	2.24223
Y48G1BM.1.1	1455	1256.98	65.8038	1.085
Y48G1BR.1.1	2090	1891.98	470.416	5.15316
Y48G1BR.1.2	2060	1861.98	26.4787	0.294734
T13E5.1	117	18.6739	0	0
C53D5.8	21	7.92857	0	0
C53D5.7	21	7.92857	0	0
C53D5.2.1	1141	942.982	264	5.80243
C53D5.4a.1	1453	1254.98	307.239	5.07397
C53D5.4b.1	1281	1082.98	390.406	7.47145
C53D5.4f.1	456	264.235	8.38691e-08	6.57842e-09
C53D5.4c.1	867	668.982	48.6896	1.50845
C53D5.4e.1	561	365.175	3.61857	0.205374
C53D5.4d.1	972	773.982	80.0465	2.14349
C53D5.1c.1	1697	1498.98	0	0
C53D5.1a.2	1695	1496.98	956.445	13.242
C53D5.1a.1	1689	1490.98	0.0104642	0.00014546
C53D5.1b.1	1682	1483.98	0	0
C53D5.1c.2	1604	1405.98	69.8637	1.02987
C53D5.1d.1	1170	971.982	50.6807	1.08067
C53D5.5a.1	2033	1834.98	1076	12.1532
C53D5.5b.1	1791	1592.98	0	0
C53D5.6.2	3711	3512.98	14252.7	84.0873
C53D5.6.1	3710	3511.98	1247.29	7.36082
Y48G1A.7	949	750.982	94.6765	2.6129
Y48G1A.5a.1	3492	3293.98	1209.65	7.61109
Y48G1A.5a.2	3499	3300.98	6986.47	43.8656
Y48G1A.5b.1	588	391.648	483.258	25.5736
Y48G1A.4.2	2762	2563.98	2150.73	17.3852
Y48G1A.4.1	2756	2557.98	33.2657	0.269531
Y48G1A.3.2	1296	1097.98	1629	30.7493
Y48G1A.3.1	1288	1089.98	0	0
Y48G1A.6b.1	2165	1966.98	1233.79	13.0002
Y48G1A.6a.1	2227	2028.98	206.21	2.1064
Y48G1A.2.1	728	530.244	2756	107.724
Y48G1A.1.1	3102	2903.98	876	6.252
R119.1	2697	2498.98	962	7.9785
R119.7a.2	2060	1861.98	3587.23	39.9294
R119.7a.1	2400	2201.98	2091.66	19.6874
R119.7b.1	2068	1869.98	0	0
R119.7b.2	2012	1813.98	82.078	0.937785
R119.2.1	1860	1661.98	1387.03	17.2969
R119.3.2	889	690.982	1967.74	59.0216
R119.3.1	885	686.982	435.256	13.1313
R119.6.1	1943	1744.98	49.8233	0.591767
R119.4.1	2315	2116.98	17213.4	168.523
R119.4.2	2325	2126.98	15137.6	147.504
R119.6.2	1715	1516.98	2645.18	36.1396
R119.5a.1	2129	1930.98	465.764	4.99916
R119.5b.1	2061	1862.98	115.236	1.282
Y50C1A.1a.1	2398	2199.98	872.025	8.21521
Y50C1A.1b.1	1901	1702.98	177.975	2.166
Y50C1A.2.1	1277	1078.98	25	0.480214
C07F11.2.1	1571	1372.98	38	0.573625
C07F11.1.1	4080	3881.98	166.651	0.889741
C07F11.1.2	4083	3884.98	1528.35	8.15347
W04C9.4.1	555	359.41	0.000996997	5.74928e-05
W04C9.4.2	556	360.302	3149	181.14
W04C9.5.1	1134	935.982	43	0.952161
W04C9.7	21	7.92857	0	0
W04C9.8	557	361.284	39	2.2373
W04C9.3.1	1574	1375.98	28	0.421749
W04C9.9.1	631	433.891	1	0.0477671
W04C9.6.1	1467	1268.98	75	1.22494
W04C9.2.2	454	262.381	4797	378.919
W04C9.2.1	452	260.54	5.85563e-08	4.6581e-09
W04C9.1a.1	2537	2338.98	2164	19.1752
W04C9.1b.1	2166	1967.98	4.92002e-08	5.18149e-10
Y65B4BL.3a.2	1129	930.982	328.032	7.30272
Y65B4BL.3a.1	998	799.982	489.126	12.6721
Y65B4BL.3b.1	747	549.217	0	0
Y65B4BL.4.1	1184	985.982	1851.84	38.9264
Y65B4BL.2a.1	2040	1841.98	8581.76	96.5607
Y65B4BL.2a.2	2052	1853.98	0.235415	0.00263171
Y65B4BL.2b.1	1725	1526.98	0	0
Y65B4BL.7a.1	982	783.982	148.782	3.93326
Y65B4BL.7b.1	519	324.364	0	0
Y65B4BL.5a.1	2597	2398.98	22033.5	190.355
Y65B4BL.5b.1	2031	1832.98	0	0
Y65B4BL.5c.1	2181	1982.98	984.742	10.2923
Y65B4BL.10	150	30.7837	0	0
Y65B4BL.9	129	22.328	1.95236	1.81225
Y65B4BL.6a.1	535	340.016	40	2.4382
Y65B4BL.6b.1	129	22.328	0	0
Y65B4BL.8	92	16.4759	0	0
Y65B4BL.11	112	17.5044	0	0
Y65B4BL.12	289	120.158	0	0
Y65B4BL.1.2	1605	1406.98	631.101	9.29651
Y65B4BL.1.1	1149	950.982	0	0
Y65B4BM.3.1	1468	1269.98	9.89858	0.161542
Y65B4BM.2	72	20.4783	0	0
Y65B4BR.8.2	740	542.217	1929	73.7341
Y65B4BR.8.1	735	537.244	0	0
Y65B4BR.5.1	699	501.321	28345	1171.84
Y65B4BR.10	128	22.0743	0	0
Y65B4BR.4b.2	2971	2772.98	8405.48	62.8239
Y65B4BR.4b.1	2964	2765.98	0.000663017	4.96803e-06
Y65B4BR.4a.1	2974	2775.98	2900.45	21.655
Y65B4BR.12	157	33.9706	0	0
Y65B4BR.4c.1	1524	1325.98	427.067	6.67525
Y65B4BR.4d.1	1518	1319.98	0.000236291	3.71012e-06
Y65B4BR.3.1	3360	3161.98	2265	14.8463
Y65B4BR.11	128	22.0743	9	8.45014
Y65B4BR.2d.1	1063	864.982	7.53006	0.180426
Y65B4BR.2a.1	1025	826.982	8.37943	0.210004
Y65B4BR.2f.1	1613	1414.98	2.30837e-06	3.38114e-08
Y65B4BR.2e.1	1558	1359.98	39.2955	0.598851
Y65B4BR.2b.1	657	459.538	0	0
Y65B4BR.2c.1	699	501.321	0	0
Y65B4BR.1.1	1235	1036.98	96	1.91871
Y65B4BR.9.1	621	423.976	13	0.635494
Y65B4BR.6a.1	1505	1306.98	18.093	0.286913
Y65B4BR.6b.1	1680	1481.98	681.907	9.53655
F56A6.5.1	723	525.27	3	0.118372
F56A6.8.1	213	65.7899	1	0.315028
F56A6.2a.1	5696	5497.98	387.62	1.46121
F56A6.2b.1	5635	5436.98	992.38	3.78294
F56A6.3	990	791.982	20.9753	0.548912
F56A6.6	90	17.0171	1.01819	1.24009
F56A6.7	90	17.0171	1.01819	1.24009
F56A6.4a.2	1441	1242.98	2545.82	42.4494
F56A6.4a.1	1437	1238.98	0.183479	0.00306924
F56A6.4b.1	537	341.965	0	0
F56A6.4d.1	957	758.982	0	0
F56A6.4c.1	1182	983.982	0	0
F56A6.1a.1	2890	2691.98	258.511	1.99029
F56A6.1b.1	2845	2646.98	18.8544	0.147628
Y65B4A.4.1	1320	1121.98	0	0
Y65B4A.4.2	1256	1057.98	35.8318	0.701939
Y65B4A.6a.1	1941	1742.98	323.886	3.8513
Y65B4A.6a.2	2727	2528.98	1134.82	9.30013
Y65B4A.10	213	65.7899	0	0
Y65B4A.11	110	17.142	3.30795	3.9995
Y65B4A.6b.1	840	641.982	445.632	14.3868
Y65B4A.3.1	804	606.075	2550	87.2013
Y65B4A.2b.1	1630	1431.98	84.2342	1.21916
Y65B4A.2c.1	1408	1209.98	0	0
Y65B4A.2a.1	1511	1312.98	242.766	3.83211
Y65B4A.7a.1	501	307.152	17	1.14711
Y65B4A.7b.1	288	119.324	0	0
Y65B4A.1.1	2309	2110.98	3029	29.7388
Y65B4A.8.2	1974	1775.98	906.723	10.5815
