target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	37.9096	11	8.29354
Y74C9A.3.2	892	700.46	1125.95	45.9445
Y74C9A.3.1	967	775.46	26.0488	0.96012
Y74C9A.2a.1	714	522.501	3253.37	177.969
Y74C9A.2a.2	685	493.535	3931.63	227.694
Y74C9A.2b.1	171	41.9596	0	0
Y74C9A.4a.1	2117	1925.46	1213.4	18.0122
Y74C9A.4a.2	2118	1926.46	603.238	8.95006
Y74C9A.4b.2	2128	1936.46	1034.03	15.2623
Y74C9A.4b.1	2122	1930.46	0.000119834	1.77425e-06
Y74C9A.4d.1	825	633.46	0	0
Y74C9A.4c.1	1602	1410.46	273.328	5.53885
Y74C9A.9	719	527.501	41.0968	2.2268
Y74C9A.5.2	2290	2098.46	55.3419	0.75379
Y74C9A.5.1	2180	1988.46	529.658	7.61335
Y74C9A.7	21	12.3333	0	0
Y74C9A.8	21	12.3333	0	0
Y74C9A.1.1	732	540.501	0	0
Y48G1C.12.1	1106	914.46	977	30.537
Y48G1C.4a.1	1407	1215.46	916	21.5403
Y48G1C.4b.1	942	750.46	0	0
Y48G1C.5.1	3575	3383.46	45	0.380144
Y48G1C.2b.1	1875	1683.46	800.01	13.5828
Y48G1C.2a.1	2602	2410.46	0	0
Y48G1C.2a.2	2453	2261.46	1039.99	13.1443
Y48G1C.2c.1	132	23.3338	0	0
Y48G1C.10a.1	3621	3429.46	1536.61	12.8066
Y48G1C.10b.1	2440	2248.46	23.1054	0.293714
Y48G1C.10a.2	3611	3419.46	0.0589853	0.000493041
Y48G1C.6.1	1741	1549.46	96.4371	1.77894
Y48G1C.10c.1	294	126.32	0.112393	0.025431
Y48G1C.9.2	2363	2171.46	999.615	13.1576
Y48G1C.9.1	2339	2147.46	0	0
Y48G1C.1.1	1605	1413.46	332.766	6.72904
Y48G1C.1.2	1521	1329.46	14.2959	0.30735
Y48G1C.13.1	376	195.982	225	32.8142
Y48G1C.8a.1	4965	4773.46	1129.17	6.76121
Y48G1C.8b.1	4907	4715.46	3969.83	24.0627
F53G12.1.1	1244	1052.46	12722.5	345.511
F53G12.1.2	1294	1102.46	5622.55	145.77
F53G12.16	221	72.5744	3	1.1815
F53G12.15	149	30.9547	0	0
F53G12.10.1	799	607.501	46454.4	2185.63
F53G12.10.2	820	628.46	6879.63	312.885
F53G12.17	150	31.44	2	1.81821
F53G12.12	134	24.1967	0	0
F53G12.9a.1	929	737.46	54.1344	2.09813
F53G12.9b.1	237	83.567	1.86564	0.6381
F53G12.8.1	561	371.273	74	5.69686
F53G12.14	21	12.3333	0	0
F53G12.7a.1	1133	941.46	15.8691	0.481779
F53G12.7b.1	777	585.501	13.1309	0.641008
F53G12.6.1	1586	1394.46	74	1.51678
F53G12.5a.1	2039	1847.46	6.02474e-06	9.32094e-08
F53G12.5b.1	2030	1838.46	317.202	4.93149
F53G12.5a.2	1989	1797.46	18463	293.589
F53G12.5c.1	543	353.609	938.826	75.8855
F53G12.4.1	1070	878.46	51	1.65938
F53G12.3.1	4512	4320.46	8.06673	0.0533659
F53G12.18.1	222	73.2614	0	0
F56C11.1.2	5185	4993.46	125.318	0.717316
F56C11.1.1	4667	4475.46	1131.61	7.22699
F56C11.2a.1	2698	2506.46	339.258	3.86871
F56C11.2a.2	2809	2617.46	70.7422	0.772494
F56C11.2b.1	2010	1818.46	0	0
F56C11.6a.1	1847	1655.46	425.284	7.34272
F56C11.6a.2	1911	1719.46	367.35	6.10639
F56C11.6b.1	1686	1494.46	433.522	8.29133
F56C11.6c	1696	1504.46	14.8445	0.282021
F56C11.7	60	19.0896	0	0
F56C11.5b.1	911	719.46	256.354	10.1843
F56C11.5a.1	1024	832.46	474.098	16.278
F56C11.5a.2	1201	1009.46	85.5475	2.42223
F56C11.3.1	558	368.322	0.000987643	7.66424e-05
F56C11.3.2	564	374.124	497.999	38.0461
Y48G1BL.2a.2	7673	7481.46	1349.04	5.15387
Y48G1BL.2a.1	7665	7473.46	152.234	0.58222
F56C11.t1	75	20.2612	0.583333	0.822903
K10E9.2	1614	1422.46	21.113	0.424235
Y48G1BL.2b.1	5106	4914.46	914.731	5.32003
Y48G1BL.7.1	1070	878.46	10	0.325368
Y48G1BL.3	1468	1276.46	2915.18	65.2762
Y48G1BL.1	870	678.46	308.853	13.0114
Y48G1BL.4	428	244.004	106	12.4167
Y48G1BL.8.1	613	422.209	18.0838	1.22422
Y48G1BL.5	933	741.46	433.596	16.7145
Y48G1BM.4	2385	2193.46	1.7008	0.0221626
Y48G1BM.6	3780	3588.46	244.921	1.95081
Y48G1BM.7	271	108.372	2	0.527483
Y48G1BM.2	1791	1599.46	2.2992	0.0410865
Y48G1BM.8	919	727.46	30	1.17872
Y48G1BM.1.1	1455	1263.46	112.393	2.54258
Y48G1BR.1.1	2090	1898.46	2.98295e-07	4.49098e-09
Y48G1BR.1.2	2060	1868.46	610.658	9.34138
T13E5.1	117	17.7825	1	1.60732
C53D5.8	21	12.3333	0	0
C53D5.7	21	12.3333	0	0
C53D5.2.1	1141	949.46	123	3.70276
C53D5.4a.1	1453	1261.46	195.387	4.42709
C53D5.4b.1	1281	1089.46	172.361	4.52195
C53D5.4f.1	456	269.767	9.91632e-08	1.05065e-08
C53D5.4c.1	867	675.46	82.4021	3.48687
C53D5.4e.1	561	371.273	15.825	1.21828
C53D5.4d.1	972	780.46	101.025	3.69976
C53D5.1c.1	1697	1505.46	0	0
C53D5.1a.2	1695	1503.46	711.159	13.5198
C53D5.1a.1	1689	1497.46	3.54648	0.0676923
C53D5.1b.1	1682	1490.46	33.2988	0.638565
C53D5.1c.2	1604	1412.46	0	0
C53D5.1d.1	1170	978.46	69.9959	2.04468
C53D5.5a.1	2033	1841.46	747	11.5946
C53D5.5b.1	1791	1599.46	0	0
C53D5.6.2	3711	3519.46	11201.8	90.9718
C53D5.6.1	3710	3518.46	3398.25	27.6057
Y48G1A.7	949	757.46	80.1824	3.02563
Y48G1A.5a.1	3492	3300.46	57.8432	0.500927
Y48G1A.5a.2	3499	3307.46	8077.78	69.8062
Y48G1A.5b.1	588	397.591	506	36.3757
Y48G1A.4.2	2762	2570.46	1917.06	21.3168
Y48G1A.4.1	2756	2564.46	0.941456	0.010493
Y48G1A.3.2	1296	1104.46	1188	30.7442
Y48G1A.3.1	1288	1096.46	0	0
Y48G1A.6b.1	2165	1973.46	831.093	12.037
Y48G1A.6a.1	2227	2035.46	189.907	2.66671
Y48G1A.2.1	728	536.501	1864	99.3053
Y48G1A.1.1	3102	2910.46	643	6.3146
R119.1	2697	2505.46	588	6.7079
R119.7a.2	2060	1868.46	4168.55	63.7672
R119.7a.1	2400	2208.46	1452.11	18.7934
R119.7b.1	2068	1876.46	0	0
R119.7b.2	2012	1820.46	38.1196	0.598501
R119.2.1	1860	1668.46	1133.23	19.4132
R119.3.2	889	697.46	699.286	28.6571
R119.3.1	885	693.46	990.121	40.8097
R119.6.1	1943	1751.46	25.4167	0.414778
R119.4.1	2315	2123.46	10850.4	146.048
R119.4.2	2325	2133.46	21657.6	290.151
R119.6.2	1715	1523.46	1940.18	36.4005
R119.5a.1	2129	1937.46	210.607	3.10697
R119.5b.1	2061	1869.46	176.393	2.69689
Y50C1A.1a.1	2398	2206.46	741.406	9.6041
Y50C1A.1b.1	1901	1709.46	71.5939	1.19706
Y50C1A.2.1	1277	1085.46	13	0.342315
C07F11.2.1	1571	1379.46	30	0.621597
C07F11.1.1	4080	3888.46	171.873	1.26336
C07F11.1.2	4083	3891.46	1121.13	8.23453
W04C9.4.1	555	365.347	0.0555904	0.00434902
W04C9.4.2	556	366.347	2499.94	195.045
W04C9.5.1	1134	942.46	32	0.970474
W04C9.7	21	12.3333	0	0
W04C9.8	557	367.322	16	1.245
W04C9.3.1	1574	1382.46	29	0.599573
W04C9.9.1	631	440.094	0	0
W04C9.6.1	1467	1275.46	96	2.1513
W04C9.2.2	454	267.839	3195	340.952
W04C9.2.1	452	266.001	0	0
W04C9.1a.1	2537	2345.46	1846.02	22.496
W04C9.1b.1	2166	1974.46	242.978	3.51734
Y65B4BL.3a.2	1129	937.46	307.716	9.38197
Y65B4BL.3a.1	998	806.46	240.284	8.51607
Y65B4BL.3b.1	747	555.501	0	0
Y65B4BL.4.1	1184	992.46	1645	47.3751
Y65B4BL.2a.1	2040	1848.46	8250.41	127.574
Y65B4BL.2a.2	2052	1860.46	0.550738	0.00846099
