target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	39.0465	39	29.3933
Y74C9A.3.2	892	684.552	958.68	41.2128
Y74C9A.3.1	967	759.552	25.3198	0.980996
Y74C9A.2a.1	714	507.142	2592.36	150.429
Y74C9A.2a.2	685	478.407	2630.64	161.819
Y74C9A.2b.1	171	42.8746	0	0
Y74C9A.4a.1	2117	1909.55	551.181	8.49431
Y74C9A.4a.2	2118	1910.55	1111.81	17.1252
Y74C9A.4b.2	2128	1920.55	668.818	10.2482
Y74C9A.4b.1	2122	1914.55	0.00766813	0.000117866
Y74C9A.4d.1	825	617.657	27.1857	1.29526
Y74C9A.4c.1	1602	1394.55	2.07468e-06	4.37806e-08
Y74C9A.9	719	512.142	87.6584	5.03696
Y74C9A.5.2	2290	2082.55	35.8964	0.507248
Y74C9A.5.1	2180	1972.55	654.104	9.7585
Y74C9A.7	21	13.8571	0	0
Y74C9A.8	21	13.8571	0	0
Y74C9A.1.1	732	525.029	7	0.392356
Y48G1C.12.1	1106	898.552	763	24.9889
Y48G1C.4a.1	1407	1199.55	671	16.4615
Y48G1C.4b.1	942	734.552	0	0
Y48G1C.5.1	3575	3367.55	72	0.629192
Y48G1C.2b.1	1875	1667.55	614.502	10.8445
Y48G1C.2a.1	2602	2394.55	0.0141857	0.000174338
Y48G1C.2a.2	2453	2245.55	1425.48	18.6812
Y48G1C.2c.1	132	24.2977	0	0
Y48G1C.10a.1	3621	3413.55	1320.68	11.3856
Y48G1C.10b.1	2440	2232.55	35.3108	0.465448
Y48G1C.10a.2	3611	3403.55	1.98122e-05	1.71304e-07
Y48G1C.6.1	1741	1533.55	73.532	1.41105
Y48G1C.10c.1	294	121.264	5.16565	1.2536
Y48G1C.9.2	2363	2155.55	341.518	4.66251
Y48G1C.9.1	2339	2131.55	0	0
Y48G1C.1.1	1605	1397.55	709.79	14.9461
Y48G1C.1.2	1521	1313.55	3.99338e-07	8.94662e-09
Y48G1C.13.1	376	187.024	100	15.735
Y48G1C.8a.1	4965	4757.55	1652.95	10.2245
Y48G1C.8b.1	4907	4699.55	2737.05	17.1392
F53G12.1.1	1244	1036.55	9187.67	260.843
F53G12.1.2	1294	1086.55	4498.33	121.833
F53G12.16	221	71.7925	0	0
F53G12.15	149	32.0157	0	0
F53G12.10.1	799	591.82	25719.3	1278.89
F53G12.10.2	820	612.723	5896.74	283.213
F53G12.17	150	32.5576	0	0
F53G12.12	134	25.3811	1	1.15946
F53G12.9a.1	929	721.552	60.9156	2.48443
F53G12.9b.1	237	81.9165	2.08436	0.7488
F53G12.8.1	561	356.618	97	8.00448
F53G12.14	21	13.8571	0	0
F53G12.7a.1	1133	925.552	14	0.445136
F53G12.7b.1	777	569.852	0	0
F53G12.6.1	1586	1378.55	145	3.09535
F53G12.5a.1	2039	1831.55	0.0162433	0.000260989
F53G12.5b.1	2030	1822.55	294.189	4.7502
F53G12.5a.2	1989	1781.55	11792.4	194.792
F53G12.5c.1	543	339.296	482.363	41.8369
F53G12.4.1	1070	862.552	28	0.955296
F53G12.3.1	4512	4304.55	5.06705	0.0346412
F53G12.18.1	222	72.4583	0	0
F56C11.1.2	5185	4977.55	144.138	0.852171
F56C11.1.1	4667	4459.55	726.795	4.79608
F56C11.2a.1	2698	2490.55	544.813	6.4375
F56C11.2a.2	2809	2601.55	117.187	1.3256
F56C11.2b.1	2010	1802.55	0	0
F56C11.6a.1	1847	1639.55	423.946	7.6094
F56C11.6a.2	1911	1703.55	420.474	7.26355
F56C11.6b.1	1686	1478.55	468.611	9.32697
F56C11.6c	1696	1488.55	18.9696	0.375024
F56C11.7	60	18.3651	0	0
F56C11.5b.1	911	703.552	170.303	7.12347
F56C11.5a.1	1024	816.552	332.724	11.9913
F56C11.5a.2	1201	993.552	72.9727	2.1614
F56C11.3.1	558	353.734	1.65159e-06	1.37401e-07
F56C11.3.2	564	359.424	488	39.9556
