target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	32.2543	23	18.0236
Y74C9A.3.2	892	681.016	1237	45.9106
Y74C9A.3.1	967	756.016	0	0
Y74C9A.2a.1	714	503.489	3663.01	183.886
Y74C9A.2a.2	685	474.677	3442.99	183.332
Y74C9A.2b.1	171	36.1247	0	0
Y74C9A.4a.1	2117	1905.97	1292.25	17.1368
Y74C9A.4a.2	2118	1906.97	613.899	8.1368
Y74C9A.4b.2	2128	1916.97	1230.73	16.2274
Y74C9A.4b.1	2122	1910.97	0.0376741	0.000498299
Y74C9A.4d.1	825	614.099	0	0
Y74C9A.4c.1	1602	1390.97	162.087	2.94531
Y74C9A.9	719	508.489	35.3891	1.75909
Y74C9A.5.2	2290	2078.97	110.777	1.34679
Y74C9A.5.1	2180	1968.97	829.223	10.6447
Y74C9A.7	21	14.7143	0	0
Y74C9A.8	21	14.7143	0	0
Y74C9A.1.1	732	521.457	16	0.775537
Y48G1C.12.1	1106	894.968	1135	32.0545
Y48G1C.4a.1	1407	1195.97	1035	21.8737
Y48G1C.4b.1	942	731.016	0	0
Y48G1C.5.1	3575	3363.97	167	1.25477
Y48G1C.2b.1	1875	1663.97	797.22	12.1097
Y48G1C.2a.1	2602	2390.97	8.35443e-06	8.83168e-08
Y48G1C.2a.2	2453	2241.97	1617.78	18.2386
Y48G1C.2c.1	132	20.2307	0	0
Y48G1C.10a.1	3621	3409.97	1487.07	11.0225
Y48G1C.10b.1	2440	2228.97	12.1709	0.138012
Y48G1C.10a.2	3611	3399.97	15.5454	0.115565
Y48G1C.6.1	1741	1529.97	98.0044	1.61906
Y48G1C.10c.1	294	115.936	0	0
Y48G1C.9.2	2363	2151.97	707.099	8.3051
Y48G1C.9.1	2339	2127.97	0	0
Y48G1C.1.1	1605	1393.97	565.113	10.2467
Y48G1C.1.2	1521	1309.97	0	0
Y48G1C.13.1	376	182.411	238	32.9781
Y48G1C.8a.1	4965	4753.97	1120.2	5.95581
Y48G1C.8b.1	4907	4695.97	3892.8	20.9526
F53G12.1.1	1244	1032.97	10793.2	264.097
F53G12.1.2	1294	1082.97	4526.81	105.652
F53G12.16	221	64.7587	4	1.56121
F53G12.15	149	25.9842	0	0
F53G12.10.1	799	588.215	50745.8	2180.55
F53G12.10.2	820	609.099	9190.17	381.361
F53G12.17	150	26.4703	3	2.86459
F53G12.12	134	20.9822	0	0
F53G12.9a.1	929	718.016	49	1.72489
F53G12.9b.1	237	74.9778	0	0
F53G12.8.1	561	353.181	122	8.73099
F53G12.14	21	14.7143	0	0
F53G12.7a.1	1133	921.968	114.042	3.12643
F53G12.7b.1	777	566.251	37.9583	1.69433
F53G12.6.1	1586	1374.97	137	2.51842
F53G12.5a.1	2039	1827.97	76.0673	1.05179
F53G12.5b.1	2030	1818.97	344.569	4.78797
F53G12.5a.2	1989	1777.97	15547.6	221.024
F53G12.5c.1	543	335.821	368.796	27.7573
F53G12.4.1	1070	858.968	37	1.08874
F53G12.3.1	4512	4300.97	7.03763	0.0413581
F53G12.18.1	222	65.3349	0	0
F56C11.1.2	5185	4973.97	307.272	1.56142
F56C11.1.1	4667	4455.97	1073.69	6.09028
F56C11.2a.1	2698	2486.97	738.569	7.50622
F56C11.2a.2	2809	2597.97	140.431	1.36625
F56C11.2b.1	2010	1798.97	0	0
F56C11.6a.1	1847	1635.97	408.13	6.30557
F56C11.6a.2	1911	1699.97	408.245	6.06988
F56C11.6b.1	1686	1474.97	564.072	9.66613
F56C11.6c	1696	1484.97	15.5531	0.264729
F56C11.7	60	21.1515	0	0
F56C11.5b.1	911	700.016	430.491	15.5438
F56C11.5a.1	1024	812.968	300.125	9.33102
F56C11.5a.2	1201	989.968	173.384	4.42679
F56C11.3.1	558	350.293	10.4114	0.751239
F56C11.3.2	564	356.113	569.589	40.4272
Y48G1BL.2a.2	7673	7461.97	1482.81	5.02266
Y48G1BL.2a.1	7665	7453.97	69.6064	0.236027
F56C11.t1	75	27.5474	0.0833333	0.0764608
K10E9.2	1614	1402.97	13.8267	0.249098
Y48G1BL.2b.1	5106	4894.97	717.581	3.70528
Y48G1BL.7.1	1070	858.968	26.2962	0.773779
Y48G1BL.3	1468	1256.97	2108.3	42.3945
Y48G1BL.1	870	659.016	124.082	4.75896
Y48G1BL.4	428	228.669	61	6.74254
Y48G1BL.8.1	613	403.945	23	1.43915
Y48G1BL.5	933	722.016	291.331	10.1986
Y48G1BM.4	2385	2173.97	1.40102	0.0162889
Y48G1BM.6	3780	3568.97	203.407	1.44054
Y48G1BM.7	271	98.8397	6	1.53433
Y48G1BM.2	1791	1579.97	6.59898	0.105567
Y48G1BM.8	919	708.016	51	1.82065
Y48G1BM.1.1	1455	1243.97	240.689	4.89043
Y48G1BR.1.1	2090	1878.97	793.314	10.6715
Y48G1BR.1.2	2060	1848.97	50.7184	0.693324
T13E5.1	117	17.0897	0	0
C53D5.8	21	14.7143	0	0
C53D5.7	21	14.7143	0	0
C53D5.2.1	1141	929.968	105	2.85379
C53D5.4a.1	1453	1241.97	227.801	4.63603
C53D5.4b.1	1281	1069.97	211.393	4.99367
C53D5.4f.1	456	253.947	0	0
C53D5.4c.1	867	656.016	24.0706	0.927412
C53D5.4e.1	561	353.181	23.2556	1.6643
C53D5.4d.1	972	761.016	25.4798	0.846259
C53D5.1c.1	1697	1485.97	0	0
C53D5.1a.2	1695	1483.97	252.492	4.30054
C53D5.1a.1	1689	1477.97	559.321	9.56526
C53D5.1b.1	1682	1470.97	17.4902	0.300533
C53D5.1c.2	1604	1392.97	0.565696	0.0102646
C53D5.1d.1	1170	958.968	64.1311	1.6903
C53D5.5a.1	2033	1821.97	929	12.8877
C53D5.5b.1	1791	1579.97	0	0
C53D5.6.2	3711	3499.97	11797.4	85.1968
C53D5.6.1	3710	3498.97	1681.59	12.1473
Y48G1A.7	949	738.016	56.6101	1.93878
Y48G1A.5a.1	3492	3280.97	41.9147	0.322898
Y48G1A.5a.2	3499	3287.97	7281.66	55.9762
Y48G1A.5b.1	588	379.574	305.531	20.345
Y48G1A.4.2	2762	2550.97	1573.65	15.5921
Y48G1A.4.1	2756	2544.97	0.349483	0.00347091
Y48G1A.3.2	1296	1084.97	1129	26.3013
Y48G1A.3.1	1288	1076.97	0	0
Y48G1A.6b.1	2165	1953.97	878.782	11.3675
Y48G1A.6a.1	2227	2015.97	273.252	3.42595
Y48G1A.2.1	728	517.457	1984.97	96.9571
Y48G1A.1.1	3102	2890.97	651	5.69165
R119.1	2697	2485.97	705	7.16794
R119.7a.2	2060	1848.97	3433	46.9294
R119.7a.1	2400	2188.97	1505.24	17.3807
R119.7b.1	2068	1856.97	0	0
R119.7b.2	2012	1800.97	8.62958	0.121111
R119.2.1	1860	1648.97	1255.13	19.2388
R119.3.2	889	678.016	1180.82	44.0193
R119.3.1	885	674.016	788.182	29.5567
R119.6.1	1943	1731.97	0	0
R119.4.1	2315	2103.97	9231.26	110.898
R119.4.2	2325	2113.97	13409.7	160.333
R119.6.2	1715	1503.97	1831	30.7716
R119.5a.1	2129	1917.97	215.78	2.84362
R119.5b.1	2061	1849.97	40.2196	0.549508
Y50C1A.1a.1	2398	2186.97	814.063	9.4084
Y50C1A.1b.1	1901	1689.97	112.937	1.68912
Y50C1A.2.1	1277	1065.97	8	0.189691
C07F11.2.1	1571	1359.97	41	0.762001
C07F11.1.1	4080	3868.97	0.064811	0.000423403
C07F11.1.2	4083	3871.97	1505.94	9.83049
W04C9.4.1	555	347.405	0.00381497	0.00027756
W04C9.4.2	556	348.36	2269	164.629
W04C9.5.1	1134	922.968	21	0.575086
W04C9.7	21	14.7143	0	0
W04C9.8	557	349.293	10	0.723619
W04C9.3.1	1574	1362.97	7	0.129811
W04C9.9.1	631	421.419	2	0.119955
W04C9.6.1	1467	1255.97	57	1.14709
W04C9.2.2	454	252.063	3261	326.996
W04C9.2.1	452	250.21	1.73303e-05	1.75066e-06
W04C9.1a.1	2537	2325.97	1586.17	17.2364
W04C9.1b.1	2166	1954.97	317.828	4.10916
Y65B4BL.3a.2	1129	917.968	294.31	8.10361
Y65B4BL.3a.1	998	786.968	258.69	8.3085
Y65B4BL.3b.1	747	536.357	0	0
