target_id	length	eff_length	est_counts	tpm
Y74C9A.6	163	37.6306	42	33.5286
Y74C9A.3.2	892	688.463	917	40.0126
Y74C9A.3.1	967	763.431	0	0
Y74C9A.2a.1	714	510.972	2486.44	146.18
Y74C9A.2a.2	685	482.179	3742.56	233.168
Y74C9A.2b.1	171	41.6675	0	0
Y74C9A.4a.1	2117	1913.43	1096.51	17.215
Y74C9A.4a.2	2118	1914.43	549.871	8.62838
Y74C9A.4b.2	2128	1924.43	895.135	13.9731
Y74C9A.4b.1	2122	1918.43	8.53626e-05	1.33669e-06
Y74C9A.4d.1	825	621.643	0	0
Y74C9A.4c.1	1602	1398.43	377.484	8.10897
Y74C9A.9	719	515.925	29.4726	1.71609
Y74C9A.5.2	2290	2086.43	129.074	1.85841
Y74C9A.5.1	2180	1976.43	626.926	9.5289
Y74C9A.7	21	9.6	0	0
Y74C9A.8	21	9.6	0	0
Y74C9A.1.1	732	528.877	3	0.170402
Y48G1C.12.1	1106	902.431	863	28.7279
Y48G1C.4a.1	1407	1203.43	854	21.3179
Y48G1C.4b.1	942	738.431	0	0
Y48G1C.5.1	3575	3371.43	46	0.409875
Y48G1C.2b.1	1875	1671.43	596.904	10.7281
Y48G1C.2a.1	2602	2398.43	0	0
Y48G1C.2a.2	2453	2249.43	1214.1	16.2139
Y48G1C.2c.1	132	23.5761	0	0
Y48G1C.10a.1	3621	3417.43	1110.47	9.76143
Y48G1C.10b.1	2440	2236.43	28.0491	0.376766
Y48G1C.10a.2	3611	3407.43	197.148	1.73809
Y48G1C.6.1	1741	1537.43	92.4523	1.80647
Y48G1C.10c.1	294	121.976	0	0
Y48G1C.9.2	2363	2159.43	636.187	8.8502
Y48G1C.9.1	2339	2135.43	0	0
Y48G1C.1.1	1605	1401.43	499.698	10.7113
Y48G1C.1.2	1521	1317.43	0	0
Y48G1C.13.1	376	188.98	214	34.0178
Y48G1C.8a.1	4965	4761.43	984.791	6.21318
Y48G1C.8b.1	4907	4703.43	3481.21	22.2343
F53G12.1.1	1244	1040.43	10280.7	296.836
F53G12.1.2	1294	1090.43	4863.32	133.981
F53G12.16	221	70.7889	3	1.2731
F53G12.15	149	30.8434	0	0
